,r1,r3,r2,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,outputK,r14,r15,r16,InputA,InputI,OutputX,OutputN,id,growth,status,strain
395,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,r12,OutputN",10.0,optimal,1
396,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r13,r13",9.0,infeasible,1
397,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,r13,outputK",11.0,infeasible,1
398,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r13,r14",9.0,infeasible,1
399,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r13,r15",9.0,infeasible,1
400,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r13,r16",9.0,infeasible,1
401,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,r13,InputA",3.0000000000000018,infeasible,1
402,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,r13,InputI",3.000000000000001,infeasible,1
403,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r13,OutputX",9.0,infeasible,1
404,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,r13,OutputN",10.0,optimal,1
405,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,outputK,outputK",11.0,infeasible,1
406,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,outputK,r14",11.0,infeasible,1
407,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,outputK,r15",11.0,infeasible,1
408,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,outputK,r16",11.0,infeasible,1
409,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0000000000000004,1.666666666666667,1.6666666666666672,2.0000000000000004,1.0000000000000002,-0.3333333333333333,0.666666666666667,1.0000000000000002,1.0000000000000002,0.0,-0.33333333333333326,-0.3333333333333339,1.0000000000000002,0.0,1.0,5.000000000000001,1.0,"r3,outputK,InputA",5.000000000000001,optimal,1
410,1.0,0.0,0.3333333333333334,0.6666666666666667,0.9999999999999994,1.6666666666666663,1.6666666666666665,1.9999999999999996,0.0,0.6666666666666665,0.6666666666666665,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333304,-0.33333333333333304,1.9999999999999996,1.0,0.0,4.999999999999999,1.0,"r3,outputK,InputI",4.999999999999999,optimal,1
411,1.0,0.0,1.3333333333333333,2.6666666666666665,1.0,3.6666666666666665,3.666666666666667,4.0,1.0,-0.33333333333333326,0.6666666666666667,1.0,1.0,0.0,-0.33333333333333326,-0.33333333333333215,2.0,1.0,1.0,11.0,1.0,"r3,outputK,OutputX",11.0,infeasible,1
412,1.0,0.0,2.0,4.0,-8.881784197001252e-16,3.9999999999999996,4.0,3.9999999999999996,1.000000000000001,-1.0,1.1102230246251565e-15,-2.220446049250313e-16,-2.220446049250313e-16,0.0,1.3322676295501878e-15,-1.7763568394002505e-15,0.9999999999999998,1.0,1.0,11.999999999999998,0.0,"r3,outputK,OutputN",11.999999999999998,infeasible,1
413,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r14,r14",9.0,optimal,1
414,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r14,r15",9.0,optimal,1
415,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r14,r16",9.0,infeasible,1
416,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,r14,InputA",3.0000000000000018,optimal,1
417,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,r14,InputI",3.000000000000001,optimal,1
418,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r14,OutputX",9.0,infeasible,1
419,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,r14,OutputN",10.0,infeasible,1
420,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r15,r15",9.0,optimal,1
421,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r15,r16",9.0,infeasible,1
422,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,r15,InputA",3.0000000000000018,optimal,1
423,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,r15,InputI",3.000000000000001,optimal,1
424,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r15,OutputX",9.0,infeasible,1
425,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,r15,OutputN",10.0,infeasible,1
426,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r16,r16",9.0,infeasible,1
427,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,r16,InputA",3.0000000000000018,infeasible,1
428,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,r16,InputI",3.000000000000001,infeasible,1
429,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,r16,OutputX",9.0,infeasible,1
430,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,r16,OutputN",10.0,infeasible,1
431,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,InputA,InputA",3.0000000000000018,optimal,1
432,0.0,0.0,-1.0,-2.0,1.0000000000000002,-0.9999999999999999,-1.0,-0.9999999999999998,-1.4802973661668753e-16,1.0,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,-3.3306690738754696e-16,0.0,1.0000000000000002,0.0,0.0,-2.9999999999999996,1.0,"r3,InputA,InputI",-2.9999999999999996,infeasible,1
433,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r3,InputA,OutputX",3.0000000000000018,infeasible,1
434,0.0,0.0,0.6666666666666666,1.3333333333333333,2.220446049250313e-16,1.3333333333333335,1.3333333333333337,1.0000000000000002,1.0000000000000002,-0.6666666666666666,0.3333333333333336,1.6653345369377348e-16,1.6653345369377348e-16,1.0,0.3333333333333334,0.33333333333333304,1.6653345369377348e-16,0.0,1.0,4.000000000000001,0.0,"r3,InputA,OutputN",4.000000000000001,optimal,1
435,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,InputI,InputI",3.000000000000001,optimal,1
436,1.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.000000000000001,1.0,"r3,InputI,OutputX",3.000000000000001,infeasible,1
437,1.0,0.0,0.6666666666666669,1.3333333333333335,-6.661338147750939e-16,1.333333333333333,1.3333333333333333,0.9999999999999997,-7.401486830834377e-17,0.33333333333333315,0.3333333333333331,-5.551115123125783e-16,-5.551115123125783e-16,1.0,0.33333333333333365,0.3333333333333335,0.9999999999999994,1.0,0.0,3.9999999999999996,0.0,"r3,InputI,OutputN",3.9999999999999996,optimal,1
438,1.0,0.0,1.0,2.0,1.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r3,OutputX,OutputX",9.0,infeasible,1
439,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,OutputX,OutputN",10.0,infeasible,1
440,1.0,0.0,1.6666666666666667,3.3333333333333335,-4.440892098500626e-16,3.333333333333333,3.3333333333333335,2.9999999999999996,0.9999999999999999,-0.6666666666666667,0.33333333333333315,-2.220446049250313e-16,-2.220446049250313e-16,1.0,0.33333333333333337,0.3333333333333339,0.9999999999999998,1.0,1.0,10.0,0.0,"r3,OutputN,OutputN",10.0,optimal,1
441,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r2",9.0,optimal,1
442,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r4",9.0,optimal,1
443,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r5",9.0,infeasible,1
444,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r6",9.0,infeasible,1
445,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r7",9.0,infeasible,1
446,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r8",9.0,infeasible,1
447,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r9",9.0,infeasible,1
448,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r10",9.0,optimal,1
449,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r11",9.0,infeasible,1
450,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r12",9.0,infeasible,1
451,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r13",9.0,infeasible,1
452,1.0,1.3333333333333335,0.0,0.0,3.666666666666667,3.666666666666667,3.6666666666666674,4.0,0.9999999999999997,-0.3333333333333335,0.6666666666666662,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333337,-0.33333333333333215,1.9999999999999996,1.0,1.0,11.000000000000002,1.0,"r2,r2,outputK",11.000000000000002,infeasible,1
453,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r14",9.0,optimal,1
454,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r15",9.0,optimal,1
455,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,r16",9.0,infeasible,1
456,0.0,6.938893903907228e-17,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r2,r2,InputA",3.0000000000000018,infeasible,1
457,1.0,1.3877787807814457e-16,0.0,0.0,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r2,r2,InputI",2.9999999999999996,infeasible,1
458,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r2,OutputX",9.0,infeasible,1
459,1.0,1.6666666666666667,0.0,0.0,3.333333333333333,3.3333333333333335,3.333333333333334,3.0,1.000000000000001,-0.6666666666666667,0.33333333333333437,0.0,0.0,1.0,0.33333333333333437,0.33333333333333215,1.0,1.0,1.0,10.0,0.0,"r2,r2,OutputN",10.0,infeasible,1
460,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r4",9.0,optimal,1
461,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r5",9.0,infeasible,1
462,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r6",9.0,infeasible,1
463,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r7",9.0,infeasible,1
464,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r8",9.0,infeasible,1
465,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r9",9.0,infeasible,1
466,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r10",9.0,optimal,1
467,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r11",9.0,infeasible,1
468,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r12",9.0,infeasible,1
469,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r13",9.0,infeasible,1
470,1.0,1.3333333333333335,0.0,0.0,3.666666666666667,3.666666666666667,3.6666666666666674,4.0,0.9999999999999997,-0.3333333333333335,0.6666666666666662,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333337,-0.33333333333333215,1.9999999999999996,1.0,1.0,11.000000000000002,1.0,"r2,r4,outputK",11.000000000000002,infeasible,1
471,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r14",9.0,optimal,1
472,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r15",9.0,optimal,1
473,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,r16",9.0,infeasible,1
474,0.0,6.938893903907228e-17,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r2,r4,InputA",3.0000000000000018,infeasible,1
475,1.0,1.3877787807814457e-16,0.0,0.0,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r2,r4,InputI",2.9999999999999996,infeasible,1
476,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r4,OutputX",9.0,infeasible,1
477,1.0,1.6666666666666667,0.0,0.0,3.333333333333333,3.3333333333333335,3.333333333333334,3.0,1.000000000000001,-0.6666666666666667,0.33333333333333437,0.0,0.0,1.0,0.33333333333333437,0.33333333333333215,1.0,1.0,1.0,10.0,0.0,"r2,r4,OutputN",10.0,infeasible,1
478,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r5",9.0,infeasible,1
479,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r6",9.0,infeasible,1
480,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r7",9.0,infeasible,1
481,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r8",9.0,infeasible,1
482,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r9",9.0,infeasible,1
483,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r10",9.0,infeasible,1
484,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r11",9.0,infeasible,1
485,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r12",9.0,infeasible,1
486,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r13",9.0,infeasible,1
487,1.0,1.3333333333333335,0.0,0.0,3.666666666666667,3.666666666666667,3.6666666666666674,4.0,0.9999999999999997,-0.3333333333333335,0.6666666666666662,0.9999999999999996,0.9999999999999996,0.0,-0.33333333333333337,-0.33333333333333215,1.9999999999999996,1.0,1.0,11.000000000000002,1.0,"r2,r5,outputK",11.000000000000002,infeasible,1
488,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r14",9.0,infeasible,1
489,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r15",9.0,infeasible,1
490,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,r16",9.0,infeasible,1
491,0.0,6.938893903907228e-17,0.0,0.0,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,-6.938893903907228e-17,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,3.0000000000000018,1.0,"r2,r5,InputA",3.0000000000000018,infeasible,1
492,1.0,1.3877787807814457e-16,0.0,0.0,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,1.0,3.3306690738754696e-16,0.0,1.9999999999999996,1.0,0.0,2.9999999999999996,1.0,"r2,r5,InputI",2.9999999999999996,infeasible,1
493,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r5,OutputX",9.0,infeasible,1
494,1.0,1.6666666666666667,0.0,0.0,3.333333333333333,3.3333333333333335,3.333333333333334,3.0,1.000000000000001,-0.6666666666666667,0.33333333333333437,0.0,0.0,1.0,0.33333333333333437,0.33333333333333215,1.0,1.0,1.0,10.0,0.0,"r2,r5,OutputN",10.0,infeasible,1
495,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r6,r6",9.0,infeasible,1
496,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r6,r7",9.0,infeasible,1
497,1.0,1.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,"r2,r6,r8",9.0,infeasible,1
