,Relationship,full_community_id_source,name_source,Ar_target,AtomicNumber_target,Categorisation_target,Density_target,Dimensions_target,Form_target,Free_of_target,Material_target,MeltingPoint_target,Series_target,Specifications_target,Symbol_target,Title_target,full_community_id_target,name_target
215,IS_COMPOSED_OF,256,YELLOW BRASS,,,brass forgings,,Ivory,not to contain more than 15% nickel plated material,brass forgings,,,,Nonferrous Scrap - Red Metals,,no piece to measure more than 12 inches over any one part,Yellow Brass Castings,Castings in crucible shape 
216,IS_COMPOSED_OF,256,YELLOW BRASS,,,Manganese-bronze,,,Nonferrous Scrap - Red Metals,Manganese-bronze,Yellow Brass Scrap,,,,,Honey,Yellow brass,Mixed Solids
217,CONTAINS,272,LEADED RED BRASS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
218,CONTAINS,272,LEADED RED BRASS,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
219,CONTAINS,272,LEADED RED BRASS,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
220,CONTAINS,272,LEADED RED BRASS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
221,CONTAINS,272,LEADED RED BRASS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
222,CONTAINS,273,LEADED SEMI-RED BRASS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
223,CONTAINS,273,LEADED SEMI-RED BRASS,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
224,CONTAINS,273,LEADED SEMI-RED BRASS,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
225,CONTAINS,273,LEADED SEMI-RED BRASS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
226,CONTAINS,273,LEADED SEMI-RED BRASS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
227,CONTAINS,274,HEAVY BRASS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
228,CONTAINS,274,HEAVY BRASS,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
229,CONTAINS,274,HEAVY BRASS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
230,CONTAINS,274,HEAVY BRASS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
231,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
232,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
233,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
234,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
235,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
236,CONTAINS,276,COPPER/NICKEL ALLOYS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
237,CONTAINS,276,COPPER/NICKEL ALLOYS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
238,CONTAINS,276,COPPER/NICKEL ALLOYS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
239,CONTAINS,277,HIGH LEADED TIN BRONZES,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
240,CONTAINS,277,HIGH LEADED TIN BRONZES,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
241,CONTAINS,277,HIGH LEADED TIN BRONZES,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
242,CONTAINS,277,HIGH LEADED TIN BRONZES,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
243,CONTAINS,277,HIGH LEADED TIN BRONZES,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
244,CONTAINS,278,TIN BRASSES,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
245,CONTAINS,278,TIN BRASSES,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
246,CONTAINS,278,TIN BRASSES,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
247,CONTAINS,278,TIN BRASSES,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
248,CONTAINS,278,TIN BRASSES,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
249,CONTAINS,279,TIN BBRONZE,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
250,CONTAINS,279,TIN BBRONZE,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
251,CONTAINS,279,TIN BBRONZE,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
252,CONTAINS,279,TIN BBRONZE,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
253,CONTAINS,280,PHOSPHOR BRONZE,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
254,CONTAINS,280,PHOSPHOR BRONZE,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
255,CONTAINS,280,PHOSPHOR BRONZE,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
256,CONTAINS,280,PHOSPHOR BRONZE,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
257,CONTAINS,281,HIGH COPPERS,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
258,CONTAINS,281,HIGH COPPERS,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
259,CONTAINS,281,HIGH COPPERS,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
260,CONTAINS,281,HIGH COPPERS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
261,CONTAINS,281,HIGH COPPERS,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
262,CONTAINS,282,MANGANES BRONZE,419.5,328,,30,,,,,419.5,,,65.38,,ZINC,Zn
263,CONTAINS,282,MANGANES BRONZE,231.9,326,,50,,,,,231.9,,,118.71,,TIN,Sn
264,CONTAINS,282,MANGANES BRONZE,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
265,CONTAINS,282,MANGANES BRONZE,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
266,CONTAINS,282,MANGANES BRONZE,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
267,CONTAINS,283,ALUMINUM BRONZE,660.3,322,,13,,,,,660.3,,,26.981539,,ALUMINUM,Al
268,CONTAINS,283,ALUMINUM BRONZE,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
269,CONTAINS,283,ALUMINUM BRONZE,327.5,329,,82,,,,,327.5,,,207.2,,LEAD,Pb
270,CONTAINS,284,SILICON BORNZE,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
271,CONTAINS,285,SILICON BRASS,1085,319,,29,,,,,1085,,,63.546,,COPPER,Cu
272,IS_COMPOSED_OF,695,ZINC,,,Corrosion,,,New or unused,Corrosion,New Zinc Die Cast Scrap,,,Nonferrous Scrap - Zinc,,Scabs,Zinc ,Die castings
273,IS_COMPOSED_OF,695,ZINC,,,Nonferrous Scrap - Zinc,,,Material to contain about 55% zinc-bearing scrap. Other nonferrous metals such as aluminum,,,,,Nonferrous Scrap - Zinc,,Scroll,Unsorted Zing Die Cast Scrap,Cast scrap produced from automobile fragmentizers
274,IS_COMPOSED_OF,695,ZINC,,,Nonferrous Scrap - Zinc,,Scrub,Consists only of galvanizers unsweated zinc dross in slab form from hot dip galvanizing (Batch Process) with a minimum zinc content of 92% and shall be free of skimmings and tramp iron. Material from continuous galvanizing operation is not acceptable.,,,,,Nonferrous Scrap - Zinc,,Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment. Slabs shall not weigh over 100 pounds each.,Hot Dip Galvanizers Slab Zinc Dross (Batch Process),Dross in slab
275,IS_COMPOSED_OF,695,ZINC,,,Skimmings,,Seal,Unsweated zinc dross removed from the top of a continuous line galvanizing bath,Skimmings,,,,Nonferrous Scrap - Zinc,,Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.,Continuous Line Galvanizing Slab Zinc Top Dross,Dross
276,IS_COMPOSED_OF,695,ZINC,,,Material to be free from drosses and to contain a minimum zinc content of 90%,,,Melted zinc base die cast materials,Material to be free from drosses and to contain a minimum zinc content of 90%,,,,Nonferrous Scrap - Zinc,,Scull,Zinc Die Cast Slabs or Pigs,Die cast materials in slabs or pigs
277,IS_COMPOSED_OF,695,ZINC,,,Corrosion or oxidation,,Shelf,Metal skimmed from the top of pot of molten zinc die cast metal. Must be unsweated,Corrosion or oxidation,,,,Nonferrous Scrap - Zinc,,Weighing not over 75 pounds each mold or mound.,Prime Zinc Die Cast Dross,Skimmings
278,IS_COMPOSED_OF,695,ZINC,,,Dirt,,,Clean.To contain a maximum of 5% unmeltables such as free iron,Dirt,,,,Nonferrous Scrap - Zinc,,Scribe,Crushed Clean Sorted Fragmentizer Die Cast Scrap,Fragmentizer Die Cast Scrap
279,IS_COMPOSED_OF,695,ZINC,,,Corrosion ,,,New pure zinc. To contain no foreign material or attachments.,Corrosion ,,,,Nonferrous Scrap - Zinc,,Screen,New Zinc Clippings,Sheets or stampings 
280,IS_COMPOSED_OF,695,ZINC,,,Nonferrous Scrap - Zinc,,,Clean,,,,,Nonferrous Scrap - Zinc,,Score,Old Zinc Scrap,Zinc scrap (such as sheets
281,IS_COMPOSED_OF,695,ZINC,,,Soldered material,,,Clean,Soldered material,Zinc Die Cast Automotive Grilles,,,Nonferrous Scrap - Zinc,,Scoot,Zinc ,Die castings automotive grilles 
282,IS_COMPOSED_OF,695,ZINC,,,Skimmings,,Seam,Unsweated zinc dross removed from the top of a continuous line galvanizing bath,Skimmings,,,,Nonferrous Scrap - Zinc,,Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.,Continuous Line Galvanizing Slab Zinc Bottom Dross,Dross
283,IS_COMPOSED_OF,695,ZINC,,,Borings,,,Miscellaneous old zinc base die castings,Borings,Old Zinc Die Cast Scrap,,,Nonferrous Scrap - Zinc,,Saves,Zinc,Die castings
284,IS_COMPOSED_OF,696,WROUGHT IRON,,,Iron borings,,,Clean. May not include badly rusted or corroded stock.,Iron borings,Machine Shop Turnings and Iron Borings,,,Ferrous Scrap ,,220,Wrought Iron or steel,Trunings and borings (iron)
285,IS_COMPOSED_OF,696,WROUGHT IRON,,,Iron borings,,,Clean. May not include badly rusted or corroded stock.,Iron borings,Machine Shop Turnings,,,Ferrous Scrap ,,219,Wrought Iron or steel,Turnings
286,IS_COMPOSED_OF,696,WROUGHT IRON,,,Springy,,,Clean. May include any such material whether resulting from crushing,Springy,,,,Ferrous Scrap ,,222,Shoveling Turnings and Iron Borings,Turnings
287,IS_COMPOSED_OF,696,WROUGHT IRON,,,Springy,,,Clean. May include any such material whether resulting from crushing,Springy,,,,Ferrous Scrap ,,221,Shoveling Turnings,Turnings
288,IS_COMPOSED_OF,696,WROUGHT IRON,,,All metal-coated material,,217,,All metal-coated material,Bundled No. 1 Steel,,,Ferrous Scrap ,,1/8 inch or over in thickness and weighing not less than 75 pounds per cubic foot,Wrought iron and/or steel ,Compressed to charging box size
289,IS_COMPOSED_OF,696,WROUGHT IRON,,,All coated material,,218,,All coated material,Bundled No. 2 Steel,,,Ferrous Scrap ,,1/8 inch and over in thickness and weighing not less than 75 pounds per cubic foot.,Wrought iron and/or steel ,Black or galvanized. Compressed to charging box size. Auto body and fender stock
290,IS_COMPOSED_OF,696,WROUGHT IRON,,,Sheet iron or thin gauged material,,205,,Sheet iron or thin gauged material,No. 2 Heavy Melting Steel 3 feet x 18 inches,,,Ferrous Scrap ,,Maximum size 36 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
291,IS_COMPOSED_OF,696,WROUGHT IRON,,,Ferrous Scrap ,,200,,,No. 1 Heavy Melting Steel,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 60 x 24 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
292,IS_COMPOSED_OF,696,WROUGHT IRON,,,Ferrous Scrap ,,203,,,No. 2 Heavy Melting Steel,,,Ferrous Scrap ,,1/8 inch and over in thickness,Wrougt iron and steel ,Black and galvanized. Charging box size to include material not suitable as No. 1 heavy melting steel. Prepared in a manner to insure compact charging.
293,IS_COMPOSED_OF,696,WROUGHT IRON,,,Ferrous Scrap ,,201,,,No. 1 Heavy Melting Steel 3 feet x 18 inches,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 36 x 18 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
294,IS_COMPOSED_OF,696,WROUGHT IRON,,,Sheet iron or thin gauged material,,206,,Sheet iron or thin gauged material,No. 2 Heavy Melting Steel 5 feet x 18 inches,,,Ferrous Scrap ,,Maximum size 60 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
295,IS_COMPOSED_OF,696,WROUGHT IRON,,,Ferrous Scrap ,,204,,,No. 2 Heavy Melting Steel,,,Ferrous Scrap ,,Maximum size 36 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
296,IS_COMPOSED_OF,696,WROUGHT IRON,,,Ferrous Scrap ,,202,,,No. 1 Heavy Melting Steel 5 feet x 18 inches,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 60 x 18 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
297,IS_COMPOSED_OF,697,CAST IRON,,,Steel and nonferrous material,,,hydraulically compressed into a cohesive solid,Steel and nonferrous material,Briquetted Cast Iron Borings,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades,,269,Cast iron ,Boring briquettes
298,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades,,,Heated,,Briquetted Cast Iron Borings,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades,,268,Cast iron ,Borings
299,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,,Unbroken ,,Unbroken Ingot Molds and Stools,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,266,Cast iron ,Ingot molds and stools
300,IS_COMPOSED_OF,697,CAST IRON,,,Malleable and steel parts,,,,Malleable and steel parts,,,,,,258,Stove Plate,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades
301,IS_COMPOSED_OF,697,CAST IRON,,,Steel turnings,,,Nea clean,Steel turnings,No. 2 Chemical Borings,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades,,271,Cast or malleable iron ,Borings and drillings 
302,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,,May include sash weights or window weights.,,Burnt Iron,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,256,Burnt cast iron ,Stove parts
303,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Hammer Block or Bases,,,,,255,Cast iron ,Hammer block or bases
304,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,265,Broken ,,Broken Ingot Molds and Stools,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Maximum size 2 feet x 3 feet x 5 feet,Cast iron ,Ingot molds and stools
305,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,257,,,Mixed Cast,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Dimensions not over 24 inches x 30 inches and no piece over 150 pounds in weight,Cast iron ,May include all grades of cast iron except burnt iron.
306,IS_COMPOSED_OF,697,CAST IRON,,,Steel turnings,,,Containing not more than 1 percent oil,Steel turnings,No. 1 Chemical Borings,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades,,267,Cast or malleable iron ,Borings and drillings 
307,IS_COMPOSED_OF,697,CAST IRON,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,254,,,Heavy Breakable Cast,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Charging box size or weighing more than 500 pounds,Cast iron ,May include cylinders and driving wheel centers. May include steel which does not exceed 10 percent of the casting by weight
308,IS_COMPOSED_OF,697,CAST IRON,,,Stove plate,,252,Clean ,Stove plate,Cupola Cast,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Cupola size,Cast iron ,Columns
309,IS_COMPOSED_OF,697,CAST IRON,,,Burnt iron,,253,,Burnt iron,Charging Box Cast,,,Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades,,Not over 60 inches in length or 30 inches in width,Cast iron ,Clean
310,IS_COMPOSED_OF,697,CAST IRON,,,Steel turnings,,,Clean,Steel turnings,Iron Borings,,,Ferrous Scrap ,,223,Cast Iron or malleable iron ,Borings and drillings 
311,IS_COMPOSED_OF,698,TIN,,,Ferrous Scrap ,,215,Compressed to charging box size. Processed through a recognized garbage incinerator. ,,Incinerator Bundles,,,Ferrous Scrap ,,Weighing not less than 75 pounds per cubic foot,Tin,Cans
312,IS_COMPOSED_OF,699,TERNE,,,Ferrous Scrap ,,216,Compressed or hand bundled,,Terne Plate Bundles,,,Ferrous Scrap ,,weighing not less than 75 pounds per cubic foot.,Terne,Plate sheet
313,IS_COMPOSED_OF,700,STEEL,,,Springy,,,Clean. May include any such material whether resulting from crushing,Springy,,,,Ferrous Scrap ,,221,Shoveling Turnings,Turnings
314,IS_COMPOSED_OF,700,STEEL,,,Springy,,,Clean. May include any such material whether resulting from crushing,Springy,,,,Ferrous Scrap ,,222,Shoveling Turnings and Iron Borings,Turnings
315,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,,Ferrous Scrap ,,Briquetted Steel Turnings,,,,,227,Steel,Turnings
316,IS_COMPOSED_OF,700,STEEL,,,Iron borings,,,Clean. May not include badly rusted or corroded stock.,Iron borings,Machine Shop Turnings and Iron Borings,,,Ferrous Scrap ,,220,Wrought Iron or steel,Trunings and borings (iron)
317,IS_COMPOSED_OF,700,STEEL,,,Iron borings,,,Clean. May not include badly rusted or corroded stock.,Iron borings,Machine Shop Turnings,,,Ferrous Scrap ,,219,Wrought Iron or steel,Turnings
318,IS_COMPOSED_OF,700,STEEL,,,All metal-coated material,,217,,All metal-coated material,Bundled No. 1 Steel,,,Ferrous Scrap ,,1/8 inch or over in thickness and weighing not less than 75 pounds per cubic foot,Wrought iron and/or steel ,Compressed to charging box size
319,IS_COMPOSED_OF,700,STEEL,,,All coated material,,218,,All coated material,Bundled No. 2 Steel,,,Ferrous Scrap ,,1/8 inch and over in thickness and weighing not less than 75 pounds per cubic foot.,Wrought iron and/or steel ,Black or galvanized. Compressed to charging box size. Auto body and fender stock
320,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,212,Ferrous Scrap ,,Shredded Clippings,,,,,Material should have an average density of 60 pounds per cubic foot,1000 series carbon steel ,Clippings or sheets
321,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,209,,,No. 2 Bundles,,,Ferrous Scrap ,,Weighing not less than 75 pounds per cubic foot,Steel,Old black and galvanized hydraulically compressed to charging box size. May not include tin or lead-coated material or vitreous enameled material.
322,IS_COMPOSED_OF,700,STEEL,,,Other non-metallics,,213,,Other non-metallics,Steel Can Bundles,,,Ferrous Scrap ,,Weighing not less than 75 pounds per cubic foot,Steel,Scrap compressed to charging box size. Cans may be baled without removal of paper labels. May include up to 5 gallon tin coated containers.
323,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,214,Compressed to charging box size. May include all coated ferrous scrap not suitable for inclusion in No. 2 bundles,,No. 3 Bundles,,,Ferrous Scrap ,,Weighing not less than 75 pounds per cubic foot. ,Steel,Sheet
324,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,201,,,No. 1 Heavy Melting Steel 3 feet x 18 inches,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 36 x 18 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
325,IS_COMPOSED_OF,700,STEEL,,,Sheet iron or thin gauged material,,205,,Sheet iron or thin gauged material,No. 2 Heavy Melting Steel 3 feet x 18 inches,,,Ferrous Scrap ,,Maximum size 36 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
326,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,202,,,No. 1 Heavy Melting Steel 5 feet x 18 inches,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 60 x 18 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
327,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,204,,,No. 2 Heavy Melting Steel,,,Ferrous Scrap ,,Maximum size 36 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
328,IS_COMPOSED_OF,700,STEEL,,,Metal coated,,207,Clean steel scrap,Metal coated,No. 1 Busheling,,,Ferrous Scrap ,,Maximum size 2 feet by 5 feet,Steel,Sheet
329,IS_COMPOSED_OF,700,STEEL,,,Metal coated,,208,Compressed or hand bundled,Metal coated,No. 1 Bundles,,,Ferrous Scrap ,,Weighing not less than 75 pounds per cubic foot.,Black steel ,Sheet
330,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,211,,,Shredded Scrap,,,Ferrous Scrap ,,Average density 70 pounds per cubic foot.,Iron and Steel ,Homogeneous
331,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,200,,,No. 1 Heavy Melting Steel,,,Ferrous Scrap ,,1/4 inch and over in thickness. Individual pieces not over 60 x 24 inches (charging box size),Wrougt iron and/or steel,Prepared in a manner to insure compact charging.
332,IS_COMPOSED_OF,700,STEEL,,,Sheet iron or thin gauged material,,206,,Sheet iron or thin gauged material,No. 2 Heavy Melting Steel 5 feet x 18 inches,,,Ferrous Scrap ,,Maximum size 60 x18 inches,Wrougt iron and steel ,Black and galvanized. May include all automobile scrap properly prepared.
333,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,210,,,Shredded Scrap,,,Ferrous Scrap ,,Average density 50 pounds per cubic foot.,Iron and Steel ,Homogeneous
334,IS_COMPOSED_OF,700,STEEL,,,Ferrous Scrap ,,203,,,No. 2 Heavy Melting Steel,,,Ferrous Scrap ,,1/8 inch and over in thickness,Wrougt iron and steel ,Black and galvanized. Charging box size to include material not suitable as No. 1 heavy melting steel. Prepared in a manner to insure compact charging.
335,IS_COMPOSED_OF,701,STAINLESS STEEL,,,Nonferrous metals,,,Consist of clean 18-8 type stainless steel turnings containing a minimum 7% nickel and 16% chrome,Nonferrous metals,Stainless Steel Turnings,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Ultra,Stainless Steel,Turnings
336,IS_COMPOSED_OF,701,STAINLESS STEEL,,,Harmful contaminants,,,Consist of clean 18-8 type stainless steel clips and solids containing a minimum 7% nickel,Harmful contaminants,Stainless Steel Scrap,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Sabot,Stainless Steel,Clips and Solids 
337,IS_COMPOSED_OF,701,STAINLESS STEEL,,,Foreign attachments and other contamination.,,,Consist of all types of clean AISI Series Stainless Steel Scrap Solids,Foreign attachments and other contamination.,200 Series Stainless Steel Scrap Solids,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Pekoe,Stainless Steel,Scrap Solids 
338,IS_COMPOSED_OF,702,IRON,,,Springy,,,Clean. May include any such material whether resulting from crushing,Springy,,,,Ferrous Scrap ,,222,Shoveling Turnings and Iron Borings,Turnings
339,IS_COMPOSED_OF,702,IRON,,,Ferrous Scrap ,,,Ferrous Scrap ,,Briquetted Iron Borings,,,,,226,Iron,Borings
340,IS_COMPOSED_OF,702,IRON,,,Iron borings,,,Clean. May not include badly rusted or corroded stock.,Iron borings,Machine Shop Turnings and Iron Borings,,,Ferrous Scrap ,,220,Wrought Iron or steel,Trunings and borings (iron)
341,IS_COMPOSED_OF,702,IRON,,,Ferrous Scrap ,,211,,,Shredded Scrap,,,Ferrous Scrap ,,Average density 70 pounds per cubic foot.,Iron and Steel ,Homogeneous
342,IS_COMPOSED_OF,702,IRON,,,Ferrous Scrap ,,210,,,Shredded Scrap,,,Ferrous Scrap ,,Average density 50 pounds per cubic foot.,Iron and Steel ,Homogeneous
343,IS_COMPOSED_OF,703,MAGNESIUM,,,Copper,,,Clean,Copper,Magnesium Clips,,,Nonferrous Scrap - Magnesium,,Wafer,Magnesium ,Clips
344,IS_COMPOSED_OF,703,MAGNESIUM,,,Copper,,,Clean ,Copper,Magnesium Engraver Plates,,,Nonferrous Scrap - Magnesium,,Wine,Magnesium ,Engraver plates 
345,IS_COMPOSED_OF,703,MAGNESIUM,,,Foreign attachments,,,Clean,Foreign attachments,Magnesium Dockboards,,,Nonferrous Scrap - Magnesium,,Wood,Magnesium ,Dockboards
346,IS_COMPOSED_OF,703,MAGNESIUM,,,Brass,,,Nonferrous Scrap - Magnesium,Brass,Magnesium Scrap,,,,,Walnut,Magnesium ,Castings
347,IS_COMPOSED_OF,703,MAGNESIUM,,,Nonferrous Scrap - Magnesium,,,Nonferrous Scrap - Magnesium,,Magnesium Turnings,,,,,World,Magnesium ,Turnings
348,IS_COMPOSED_OF,704,NICKEL,,,Castings,,,Old and/or new. Material to contain a minimum of 98% nickel; Copper maximum 0.50%.,Castings,,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Burly,Old Nickel Scrap,Sheet
349,IS_COMPOSED_OF,704,NICKEL,,,Castings,,,Clean. Nickel minimum 99%; Cobalt maximum 0.25%; Copper maximum 0.50%.,Castings,New Nickel Scrap,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Aroma,Wrought nickel ,Sheet
350,IS_COMPOSED_OF,705,CUPRO NICKEL,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,,Clean,,Cupro Nickel Spinnings,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Decoy,Cupro nickel ,Spinnings
351,IS_COMPOSED_OF,705,CUPRO NICKEL,,,Trimmed seams and edges and all other contamination.,,,Consist of segregated (normally accepted analysis grades) either 70/30,Trimmed seams and edges and all other contamination.,Soldered Cupro Nickel Solids,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Delta,Cupro nickel ,Solids 
352,IS_COMPOSED_OF,705,CUPRO NICKEL,,,Foreign attachments or any other contamination,,,Clean,Foreign attachments or any other contamination,New Cupro Nickel Clips and Solids,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Dandy,Cupro nickel ,Tube
353,IS_COMPOSED_OF,705,CUPRO NICKEL,,,Foreign attachments and all other contamination.,,,Old,Foreign attachments and all other contamination.,Cupro Nickel Solids,,,Nonferrous Scrap - Nickel/Stainless/Hi Temp,,Daunt,Cupro nickel ,Tube
