,Relationship,full_community_id_src,name_src,Ar_trg,AtomicNumber_trg,Categorisation_trg,Density_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,MeltingPoint_trg,Series_trg,Specifications_trg,Symbol_trg,Title_trg,full_community_id_trg,name_trg
179,IS_COMPOSED_OF,249,COPPER,,,['Nonferrous Scrap - Red Metals'],,,"[' bus bars', ' punchings', 'Clippings', ' commutator segments', ' copper tubing']",,['Copper '],,,"[' unalloyed', ' uncoated', 'clean']",,['No. 1 Heavy Copper Solids and Tubing'],['3'],['Candy']
180,IS_COMPOSED_OF,249,COPPER,,,['Nonferrous Scrap - Red Metals'],,,"['Miscellaneous', ' Wire ']","['Excessively leaded', ' non-metallics', ' brittle burnt wire', ' iron', ' insulation', ' reasonable free of ash', ' tinned', ' soldered copper wire; brass and bronze wire; excessive oil content', ' copper wire from burning', ' hair wire']",['Copper '],,,['Unalloyed'],,['No. 2 Copper Wire'],['2'],['Birch']
181,IS_COMPOSED_OF,249,COPPER,,,['Nonferrous Scrap - Red Metals'],,['Wire gauge subject to agreement between buyer and seller'],['Wire and Cable '],"[' Copper Tubing ', 'Brittle Burnt Wire']",['Copper '],,,"[' Unalloyed', ' Untinned', ' Uncoated', 'Clean']",,['No. 1 Copper Wire'],['1'],['Barley']
182,CONTAINS,250,LEADED BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
183,CONTAINS,250,LEADED BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
184,CONTAINS,250,LEADED BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
185,CONTAINS,250,LEADED BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
186,IS_COMPOSED_OF,250,LEADED BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Rod ends and forgings'],,['Leaded Brass'],,,"[' zinc and lead. Turnings shall be unmixed and have less than 0.01% alloyed bismuth and silicon each', 'Alloyed with copper']",,['Leaded Brass Scrap Rod Ends and Forgings'],['41'],['Niche']
187,IS_COMPOSED_OF,250,LEADED BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Borings and turnings'],,['Leaded Brass'],,,"[' zinc and lead. Turnings shall be unmixed and have less than 0.01% alloyed bismuth and silicon each', 'Alloyed with copper']",,['Leaded Brass Scrap Turnings'],['40'],['Nascent']
188,IS_COMPOSED_OF,251,LEAD-FREE BISMUTH BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Scrap borings and turnings'],,['Brass'],,,"[' and zinc. Turnings shall be unmixed and have less than 0.2% alloyed lead or as agreed between buyer and seller. Examples that meet this specification include', ' bismuth', ' but are not limited to', 'Alloyed with copper', ' CDA 89833/35/36/37/41/42 and 45.', ' tin']",,['Lead-Free Bismuth Brass Turnings'],['15'],['Ecstatic']
189,IS_COMPOSED_OF,251,LEAD-FREE BISMUTH BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Scrap castings'],['leaded brass attachments and have less than 0.2% alloyed lead or as agreed between buyer and seller.'],['Brass'],,,"['tin', ' bismuth', ' but are not limited to', ' and zinc. Examples that meet this pecification include', 'Alloyed with copper', ' CDA 89833/35/36/37/41/42 and 45.']",,['Lead-Free Bismuth Brass Solids'],['14'],['Ebulent']
190,IS_COMPOSED_OF,252,MANGANESE BRONZE,,,['Nonferrous Scrap - Red Metals'],,,['Solids '],['Aluminum bronze and silicon bronze.'],['Manganese bronze'],,,"['Copper content of not less than 55%', ' a lead content of not more than 1%']",,['Manganese Bronze Solids'],['49'],['Parch']
191,IS_COMPOSED_OF,253,MUNTZ METAL,,,['Nonferrous Scrap - Red Metals'],,,['Tubes'],"['Nickel alloy', ' aluminum alloy and corroded material']",['Muntz metal '],,,"[' may be plated or unplated', 'Clean', ' sound']",,['Muntz Metal Tubes'],['48'],['Palms']
192,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,['Turnings'],,['Nickel Silver'],,,['To be sold by sample or analysis'],,['null'],['39'],['Niece']
193,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,['Castings'],,['Nickel Silver'],,,['To be packed and sold separately'],,['Nickel Silver Castings'],['38'],['Naggy']
194,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,"[' pipe', ' rod', ' tubes', ' screen', 'Sheet', ' wire']","[' iron rimmed material and other metals', 'Foreign substances']",['Nickel Silver'],,,['Old. Soldered or unsoldered. Must not be trimmed seams alone.'],,['Old Nickel Silver'],['36'],['Malic']
195,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,['Clippings'],,['Nickel Silver'],,,['Shall consist of one specified nickel silver alloy. Not to contain more than 10% of clean punchings under 1/4 inch.'],,['New Segregated Nickel Silver Clippings'],['35'],['Malar']
196,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,"[' Rolled Shapes', ' Plate Rods', ' Forgings', 'Clippings']",['Chrome or any other plating material'],['Nickel Silver'],,,"['New', ' clean. Must be sold on nickel content specifications such as 10%� 12%�15%� 18%�20%. Leaded nickel silver clippings should be packed and sold separately. A description as to its physical characteristics should be made in offering all nickel silver material']",,['New Nickel Silver Clippings and Solids'],['34'],['Major']
197,IS_COMPOSED_OF,254,NICKEL SILVER,,,['Nonferrous Scrap - Red Metals'],,,['Clippings'],['chrome or any other plating material'],['Nickel Silver'],,,['One or more nickel silver alloys the range of nickel content to be specified. Leaded nickel silver clippings should be packed and sold separately. Not to contain more than 10% of clean punchings under 1/4 inch'],,['Mixed New Nickel Silver Clippings'],['33'],['Maize']
198,CONTAINS,255,RED BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
199,CONTAINS,255,RED BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
200,CONTAINS,255,RED BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
201,CONTAINS,255,RED BRASS,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
202,CONTAINS,255,RED BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
203,IS_COMPOSED_OF,255,RED BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Turnings'],,['Red Brass'],,,['Should be sold subject to sample or analysis.'],,['Red Brass Composition Turnings'],['19'],['Enerv']
204,IS_COMPOSED_OF,255,RED BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Bushings and bearings'],['iron-backed bearings'],['Brass'],,,"['from automobiles and other machinery', ' shall contain not less than 12% high tin-base babbitt']",,['null'],['17'],['Elder']
205,IS_COMPOSED_OF,255,RED BRASS,,,['Nonferrous Scrap - Red Metals'],,['No piece to measure more than 12� over any one part or weigh over 100 lbs.'],"['Valves', ' including miscellaneous castings', ' machinery bearings and other machinery parts']","[' and manganese bronzes; iron and non-metallics.', 'semi-red brass castings (78% to 81% copper); railroad car boxes and other similar high-lead alloys; cocks and faucets; closed water meters; gates; pot pieces; ingots and burned brass; aluminum', ' silicon']",['Red Brass'],,,"[' zinc', 'Made of copper', ' tin', ' and/or lead']",,['Composition or Red Brass'],['13'],['Ebony']
206,CONTAINS,256,YELLOW BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
207,CONTAINS,256,YELLOW BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
208,CONTAINS,256,YELLOW BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
209,CONTAINS,256,YELLOW BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
210,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,['Pieces not larger than 12�'],['Rod ends'],"['Turning brass rods or forging rods', ' foreign matter', ' Muntz metal and naval brass or any other alloys']",['Yellow brass'],,,"[' not to contain more than 0.3% tin and not mode than 0.15% alloyed iron. ', 'New ', ' clean']",,['Yellow Brass Rod Ends'],['43'],['Noble']
211,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Rod turnings (strictly)'],"[' composition', ' manganese', 'Aluminum', ' grindings and babbitts', ' Tobin and Muntz metal turnings']",['Yellow brass'],,,"['Not to contain over 3% free iron', ' oil or other moisture; to contain not more than 0.30% tin and not more than 0.15% alloyed iron']",,['Yellow Brass Rod Turnings'],['42'],['Night']
212,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Turnings'],"['Aluminum', ' grindings and babbitts', ' manganese and composition turnings']",['Yellow brass'],,,"['Not to contain over 3% of free iron', ' oil or other moisture. To avoid dispute', ' to be sold subject to sample or analysis.']",,['Yellow Brass Turnings'],['44'],['Nomad']
213,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,,['Primers'],"[' corrosion and any other foreign material', ' excessive dirt', 'iron']",['Yellow Brass'],,,"[' burnt or unburnt', 'Clean']",,['Yellow Brass Primer'],['32'],['Lark']
214,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,,"[' Cuttings', 'Clippings']","['from foreign substances', ' Muntz metal and naval brass']",['Brass'],,,"[' not to contain more than 10% of clean brass punchings under 1/4 inch', ' to be clean', 'new unleaded yellow brass sheet or plate']",,['New Brass Clipings'],['27'],['Label']
215,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,['no piece to measure more than 12 inches over any one part'],['Castings in crucible shape '],"['brass forgings', ' silicon bronze', ' aluminum bronze and manganese bronze']",,,,['not to contain more than 15% nickel plated material'],,['Yellow Brass Castings'],['26'],['Ivory']
216,IS_COMPOSED_OF,256,YELLOW BRASS,,,['Nonferrous Scrap - Red Metals'],,,"['Mixed Solids', ' Castings', ' Tubings', ' Rolled', ' Plated', ' Rod']","[' but not limited to', ' any type of munitions including', ' and excessively dirty and corroded materials', ' iron', ' aluminumbronze', 'Manganese-bronze', ' unsweated radiators or radiator parts', ' bullet casings.']",['Yellow brass'],,,,,['Yellow Brass Scrap'],['25'],['Honey']
217,CONTAINS,272,LEADED RED BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
218,CONTAINS,272,LEADED RED BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
219,CONTAINS,272,LEADED RED BRASS,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
220,CONTAINS,272,LEADED RED BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
221,CONTAINS,272,LEADED RED BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
222,CONTAINS,273,LEADED SEMI-RED BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
223,CONTAINS,273,LEADED SEMI-RED BRASS,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
224,CONTAINS,273,LEADED SEMI-RED BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
225,CONTAINS,273,LEADED SEMI-RED BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
226,CONTAINS,273,LEADED SEMI-RED BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
227,CONTAINS,274,HEAVY BRASS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
228,CONTAINS,274,HEAVY BRASS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
229,CONTAINS,274,HEAVY BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
230,CONTAINS,274,HEAVY BRASS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
231,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
232,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
233,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
234,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
235,CONTAINS,275,COPPER/NICKEL/ZINC ALLOYS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
236,CONTAINS,276,COPPER/NICKEL ALLOYS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
237,CONTAINS,276,COPPER/NICKEL ALLOYS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
238,CONTAINS,276,COPPER/NICKEL ALLOYS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
239,CONTAINS,277,HIGH LEADED TIN BRONZES,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
240,CONTAINS,277,HIGH LEADED TIN BRONZES,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
241,CONTAINS,277,HIGH LEADED TIN BRONZES,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
242,CONTAINS,277,HIGH LEADED TIN BRONZES,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
243,CONTAINS,277,HIGH LEADED TIN BRONZES,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
244,CONTAINS,278,TIN BRASSES,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
245,CONTAINS,278,TIN BRASSES,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
246,CONTAINS,278,TIN BRASSES,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
247,CONTAINS,278,TIN BRASSES,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
248,CONTAINS,278,TIN BRASSES,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
249,CONTAINS,279,TIN BBRONZE,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
250,CONTAINS,279,TIN BBRONZE,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
251,CONTAINS,279,TIN BBRONZE,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
252,CONTAINS,279,TIN BBRONZE,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
253,CONTAINS,280,PHOSPHOR BRONZE,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
254,CONTAINS,280,PHOSPHOR BRONZE,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
255,CONTAINS,280,PHOSPHOR BRONZE,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
256,CONTAINS,280,PHOSPHOR BRONZE,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
257,CONTAINS,281,HIGH COPPERS,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
258,CONTAINS,281,HIGH COPPERS,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
259,CONTAINS,281,HIGH COPPERS,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
260,CONTAINS,281,HIGH COPPERS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
261,CONTAINS,281,HIGH COPPERS,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
262,CONTAINS,282,MANGANES BRONZE,['65.38'],['30'],,['7.13'],,,,,['419.5'],,,['Zn'],,['328'],['ZINC']
263,CONTAINS,282,MANGANES BRONZE,['118.71'],['50'],,['5.75'],,,,,['231.9'],,,['Sn'],,['326'],['TIN']
264,CONTAINS,282,MANGANES BRONZE,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
265,CONTAINS,282,MANGANES BRONZE,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
266,CONTAINS,282,MANGANES BRONZE,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
267,CONTAINS,283,ALUMINUM BRONZE,['26.981539'],['13'],,['2.7'],,,,,['660.3'],,,['Al'],,['322'],['ALUMINUM']
268,CONTAINS,283,ALUMINUM BRONZE,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
269,CONTAINS,283,ALUMINUM BRONZE,['207.2'],['82'],,['11.29'],,,,,['327.5'],,,['Pb'],,['329'],['LEAD']
270,CONTAINS,284,SILICON BORNZE,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
271,CONTAINS,285,SILICON BRASS,['63.546'],['29'],,['8.96'],,,,,['1085'],,,['Cu'],,['319'],['COPPER']
272,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Die castings'],['Corrosion'],['Zinc '],,,"[' zinc base die castings. Castings to be unplated', ' clean', 'New or unused', ' unpainted']",,['New Zinc Die Cast Scrap'],['99'],['Scabs']
273,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Cast scrap produced from automobile fragmentizers'],,,,,"[' etc.', ' rubber', ' dirt', ' iron', ' red metal', ' not to exceed 5%.', 'Material to contain about 55% zinc-bearing scrap. Other nonferrous metals such as aluminum', ' stainless steel', ' to be about 40%. Insulated copper wire about 1%. Trash', ' oil', ' glass']",,['Unsorted Zing Die Cast Scrap'],['105'],['Scroll']
274,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,['Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment. Slabs shall not weigh over 100 pounds each.'],['Dross in slab'],,,,,['Consists only of galvanizers unsweated zinc dross in slab form from hot dip galvanizing (Batch Process) with a minimum zinc content of 92% and shall be free of skimmings and tramp iron. Material from continuous galvanizing operation is not acceptable.'],,['Hot Dip Galvanizers Slab Zinc Dross (Batch Process)'],['106'],['Scrub']
275,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,['Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.'],['Dross'],['Skimmings'],,,,"['Unsweated zinc dross removed from the top of a continuous line galvanizing bath', ' in slab form with a minimum zinc content of 90%. ']",,['Continuous Line Galvanizing Slab Zinc Top Dross'],['108'],['Seal']
276,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Die cast materials in slabs or pigs'],['Material to be free from drosses and to contain a minimum zinc content of 90%'],,,,"[' in smooth clean solid slabs or pigs. To contain a maximum of 0.1% nickel and maximum of 1% lead.', 'Melted zinc base die cast materials']",,['Zinc Die Cast Slabs or Pigs'],['107'],['Scull']
277,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,['Weighing not over 75 pounds each mold or mound.'],['Skimmings'],['Corrosion or oxidation'],,,,"[' unfluxed', 'Metal skimmed from the top of pot of molten zinc die cast metal. Must be unsweated', ' smooth', ' metallic. Should be poured in molds or in small mounds', ' shiny']",,['Prime Zinc Die Cast Dross'],['110'],['Shelf']
278,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,"[' As Produced From Automobile Fragmentizers', 'Fragmentizer Die Cast Scrap']","[' rubber', 'Dirt', ' and trash', ' oil', ' glass']",,,,"['Clean.To contain a maximum of 5% unmeltables such as free iron', ' aluminum and other metals', ' copper']",,"['Crushed Clean Sorted Fragmentizer Die Cast Scrap', ' As Produced From Automobile Fragmentizers']",['104'],['Scribe']
279,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Sheets or stampings '],['Corrosion '],,,,['New pure zinc. To contain no foreign material or attachments.'],,['New Zinc Clippings'],['103'],['Screen']
280,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,"[' castings anti-corrosion plates', ' jar lids)', 'Zinc scrap (such as sheets']",,,,,"[' dry', ' unalloyed. Borings and turnings are not acceptable.Material must not be excessively corroded or oxidized. All foreign attachments and extraneous materials are deductible', 'Clean']",,['Old Zinc Scrap'],['102'],['Score']
281,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Die castings automotive grilles '],['Soldered material'],['Zinc '],,,"[' old or used. All foreign attachments and extraneous materials are deductible.', 'Clean']",,['Zinc Die Cast Automotive Grilles'],['100'],['Scoot']
282,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,['Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.'],['Dross'],['Skimmings'],,,,"['Unsweated zinc dross removed from the top of a continuous line galvanizing bath', ' in slab form with a minimum zinc content of 92%. ']",,['Continuous Line Galvanizing Slab Zinc Bottom Dross'],['109'],['Seam']
283,IS_COMPOSED_OF,695,ZINC,,,['Nonferrous Scrap - Zinc'],,,['Die castings'],"[' chunks', ' dross pieces', 'Borings', ' turnings', ' melted pieces and skimmings']",['Zinc'],,,"[' cork', ' foreign attachments', ' etc.) are deductible. Material containing in excess of 30% iron will not constitute good delivery.', 'Miscellaneous old zinc base die castings', ' and volatile substances (such as rubber', ' with or without iron and other foreign attachments. All unmeltables', ' plastic', ' grease', ' dirt']",,['Old Zinc Die Cast Scrap'],['98'],['Saves']
284,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,,['Trunings and borings (iron)'],"[' or excessive oil', ' nonferrous metals in a free state', 'Iron borings', ' scale']",['Wrought Iron or steel'],,,['Clean. May not include badly rusted or corroded stock.'],,['Machine Shop Turnings and Iron Borings'],['179'],['220']
285,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,,['Turnings'],"[' or excessive oil', ' nonferrous metals in a free state', 'Iron borings', ' scale']",['Wrought Iron or steel'],,,['Clean. May not include badly rusted or corroded stock.'],,['Machine Shop Turnings'],['178'],['219']
286,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,,"[' drillings', ' screw cuttings and borings (iron) ', 'Turnings']","[' or excessive oil', 'Springy', ' lumps', ' grindings', ' tangled or matted material', ' nonferrous metals in a free state', ' bushy', ' iron borings']",,,,"['Clean. May include any such material whether resulting from crushing', ' or other processes.', ' raking']",,['Shoveling Turnings and Iron Borings'],['181'],['222']
287,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,,"['Turnings', ' drillings', ' screw cuttings']","[' or excessive oil', 'Springy', ' lumps', ' grindings', ' tangled or matted material', ' nonferrous metals in a free state', ' bushy', ' iron borings']",,,,"['Clean. May include any such material whether resulting from crushing', ' or other processes.', ' raking']",,['Shoveling Turnings'],['180'],['221']
288,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/8 inch or over in thickness and weighing not less than 75 pounds per cubic foot'],,['All metal-coated material'],['Wrought iron and/or steel '],,,['Compressed to charging box size'],,['Bundled No. 1 Steel'],['176'],['217']
289,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/8 inch and over in thickness and weighing not less than 75 pounds per cubic foot.'],,"[' except as found on automobiles', 'All coated material']",['Wrought iron and/or steel '],,,"[' may constitute a maximum of 60 percent by weight. (This percent based on makeup of auto body', ' driveshafts', ' chassis', ' burnt or hand stripped', 'Black or galvanized. Compressed to charging box size. Auto body and fender stock', ' and bumpers.)']",,['Bundled No. 2 Steel'],['177'],['218']
290,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['Maximum size 36 x18 inches'],,['Sheet iron or thin gauged material'],['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel 3 feet x 18 inches'],['163'],['205']
291,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 60 x 24 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel'],['158'],['200']
292,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/8 inch and over in thickness'],,,['Wrougt iron and steel '],,,['Black and galvanized. Charging box size to include material not suitable as No. 1 heavy melting steel. Prepared in a manner to insure compact charging.'],,['No. 2 Heavy Melting Steel'],['161'],['203']
293,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 36 x 18 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel 3 feet x 18 inches'],['159'],['201']
294,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['Maximum size 60 x18 inches'],,['Sheet iron or thin gauged material'],['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel 5 feet x 18 inches'],['164'],['206']
295,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['Maximum size 36 x18 inches'],,,['Wrougt iron and steel '],,,['Black and galvanized. May include all automobile scrap properly prepared.'],,['No. 2 Heavy Melting Steel'],['162'],['204']
296,IS_COMPOSED_OF,696,WROUGHT IRON,,,['Ferrous Scrap '],,['1/4 inch and over in thickness. Individual pieces not over 60 x 18 inches (charging box size)'],,,['Wrougt iron and/or steel'],,,['Prepared in a manner to insure compact charging.'],,['No. 1 Heavy Melting Steel 5 feet x 18 inches'],['160'],['202']
297,IS_COMPOSED_OF,697,CAST IRON,,,['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades'],,,['Boring briquettes'],"['Steel and nonferrous material', ' reasonably free of oil']",['Cast iron '],,,"[' and having a density of not less than 60 percent', 'hydraulically compressed into a cohesive solid']",,"['Briquetted Cast Iron Borings', ' Cold Process']",['230'],['269']
